location_name,latitude,longitude,parameter,value,unit,timestamp
Barcelona - Sants,41.375,2.136,CO,1.2,mg/m³,2026-06-13T20:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,9.85,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,5.52,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,43.18,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,23.9,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Sants,41.375,2.136,O3,87.27,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.38,mg/m³,2026-06-13T19:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,6.8,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,8.41,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,59.84,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,40.11,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Sants,41.375,2.136,O3,61.68,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.23,mg/m³,2026-06-13T18:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,11.5,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,13.4,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,54.9,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,25.26,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Sants,41.375,2.136,O3,33.35,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Sants,41.375,2.136,CO,0.17,mg/m³,2026-06-13T17:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,7.61,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Sants,41.375,2.136,PM2.5,27.59,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Sants,41.375,2.136,PM10,13.29,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Sants,41.375,2.136,NO2,53.78,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Sants,41.375,2.136,O3,51.73,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Sants,41.375,2.136,CO,1.1,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Sants,41.375,2.136,SO2,7.17,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,21.03,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,37.98,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,22.76,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,32.73,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.74,mg/m³,2026-06-14T15:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,14.25,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,19.93,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,23.54,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,47.2,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,48.61,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.15,mg/m³,2026-06-14T14:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,3.19,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,33.64,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,42.95,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,16.35,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,35.54,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.54,mg/m³,2026-06-14T13:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,10.41,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,5.79,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,15.21,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,55.0,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,32.5,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.34,mg/m³,2026-06-14T12:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,4.33,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,8.98,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,22.16,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,51.11,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,79.9,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.68,mg/m³,2026-06-14T11:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,6.56,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,31.72,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,20.25,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,29.66,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,82.74,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.12,mg/m³,2026-06-14T10:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,2.2,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,13.32,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,11.33,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,24.07,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,60.81,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.9,mg/m³,2026-06-14T09:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,13.5,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,37.7,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,27.09,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,27.97,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,46.58,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.22,mg/m³,2026-06-14T08:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,4.75,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,29.97,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,30.47,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,42.6,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,50.53,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.66,mg/m³,2026-06-14T07:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,14.28,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,35.54,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,17.01,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,58.42,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,54.12,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.8,mg/m³,2026-06-14T06:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,12.2,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,22.01,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,11.12,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,28.43,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,57.91,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.3,mg/m³,2026-06-14T05:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,4.61,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,10.57,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,51.75,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,64.22,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,56.8,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.43,mg/m³,2026-06-14T04:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,4.81,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,5.74,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,55.71,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,20.89,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,60.36,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.62,mg/m³,2026-06-14T03:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,8.76,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,31.06,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,51.49,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,25.32,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,20.77,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.36,mg/m³,2026-06-14T02:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,13.6,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,39.96,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,39.87,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,45.03,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,66.55,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.43,mg/m³,2026-06-14T01:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,13.8,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,21.75,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,29.16,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,40.95,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,23.29,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.42,mg/m³,2026-06-14T00:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,11.33,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,8.31,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,40.16,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,27.27,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,47.25,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.65,mg/m³,2026-06-13T23:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,5.98,µg/m³,2026-06-13T23:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,33.76,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,24.86,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,43.32,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,53.32,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.36,mg/m³,2026-06-13T22:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,14.12,µg/m³,2026-06-13T22:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,34.3,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,20.75,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,16.56,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,38.36,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.23,mg/m³,2026-06-13T21:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,1.72,µg/m³,2026-06-13T21:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,24.85,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,39.84,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,31.71,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,73.96,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.3,mg/m³,2026-06-13T20:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,2.05,µg/m³,2026-06-13T20:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,34.13,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,34.77,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,49.42,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,50.44,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.57,mg/m³,2026-06-13T19:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,12.47,µg/m³,2026-06-13T19:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,36.98,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,44.73,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,28.61,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,61.32,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.79,mg/m³,2026-06-13T18:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,2.28,µg/m³,2026-06-13T18:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,41.69,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,16.84,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,62.51,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,51.22,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,0.45,mg/m³,2026-06-13T17:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,8.59,µg/m³,2026-06-13T17:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM2.5,39.92,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,PM10,46.61,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,NO2,55.33,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,O3,66.11,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,CO,1.42,mg/m³,2026-06-13T16:07:24.406039
Barcelona - Vall d'Hebron,41.427,2.142,SO2,12.89,µg/m³,2026-06-13T16:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,14.99,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,34.47,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,26.06,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,89.14,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.89,mg/m³,2026-06-14T15:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,1.55,µg/m³,2026-06-14T15:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,33.22,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,56.26,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,24.03,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,59.76,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.84,mg/m³,2026-06-14T14:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,1.48,µg/m³,2026-06-14T14:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,32.9,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,24.87,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,61.22,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,87.97,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.89,mg/m³,2026-06-14T13:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,7.64,µg/m³,2026-06-14T13:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,39.48,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,52.23,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,30.96,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,78.02,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.17,mg/m³,2026-06-14T12:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,9.35,µg/m³,2026-06-14T12:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,14.2,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,16.03,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,18.85,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,68.74,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.75,mg/m³,2026-06-14T11:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,11.15,µg/m³,2026-06-14T11:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,7.61,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,25.76,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,41.97,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,75.35,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.71,mg/m³,2026-06-14T10:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,9.76,µg/m³,2026-06-14T10:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,40.44,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,40.79,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,26.65,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,21.71,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.75,mg/m³,2026-06-14T09:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,1.3,µg/m³,2026-06-14T09:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,39.99,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,36.45,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,61.95,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,75.91,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,2.0,mg/m³,2026-06-14T08:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,5.91,µg/m³,2026-06-14T08:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,35.69,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,30.1,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,38.99,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,63.93,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.76,mg/m³,2026-06-14T07:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,14.78,µg/m³,2026-06-14T07:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,35.73,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,30.89,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,36.07,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,71.63,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.55,mg/m³,2026-06-14T06:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,2.55,µg/m³,2026-06-14T06:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,19.18,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,24.36,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,29.82,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,36.35,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.18,mg/m³,2026-06-14T05:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,1.25,µg/m³,2026-06-14T05:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,44.51,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,31.39,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,34.22,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,67.58,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.51,mg/m³,2026-06-14T04:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,14.3,µg/m³,2026-06-14T04:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,36.45,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,14.47,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,35.88,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,81.54,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.89,mg/m³,2026-06-14T03:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,7.54,µg/m³,2026-06-14T03:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,29.54,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,18.35,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,64.56,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,36.22,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.89,mg/m³,2026-06-14T02:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,10.1,µg/m³,2026-06-14T02:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,29.31,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,35.63,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,26.53,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,32.36,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,0.52,mg/m³,2026-06-14T01:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,SO2,3.61,µg/m³,2026-06-14T01:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM2.5,36.18,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,PM10,27.51,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,NO2,17.89,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,O3,87.84,µg/m³,2026-06-14T00:07:24.406039
Barcelona - Zona Universitària,41.386,2.113,CO,1.78,mg/m³,2026-06-14T00:07:24.406039
